EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203588,C53,203588,,,,,,,,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE203589,C55,203589,,,,,,,Steve Thomas BMW,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203590,C51,203590,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203591,C53,203591,,,,,,,,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C55BE203592,C55,203592,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE203593,C57,203593,,,,,,,,,,,,,,
300 - Alpine White,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C59BE203594,C59,203594,,,,,,,,,,,,,,
 Space Gray Metallic,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C50BE203595,C50,203595,,,,,,,,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C52BE203596,C52,203596,,,,,,,Pace BMW,,,,,,,
A30 - Interologos Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE203597,C54,203597,,,,,,,Habberstad BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203598,C56,203598,,,"$68,725.00",,,,Savage BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203599,C58,203599,,,,,,,BMW MINI of San Francisco,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203600,C50,203600,,,,,,,BMW of Arlington Porsche of Arlington,,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE203601,C52,203601,,,,,,TOTAL LOSS,Valencia BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203602,C54,203602,"MSRP.ZCP,ZP2.3,302,2MK,403,609,6FL",,,,,,Center BMW,,,,,,,
A73 - Jerez Black Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C56BE203603,C56,203603,,,,,,,BMW of El Cajon,,,,,,,
A52 - Space Gray Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C58BE203604,C58,203604,,,,,,,Albany Motorcars Inc,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203605,C5X,203605,,,,,,,Northwest BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C51BE203606,C51,203606,,,,,,,Nick Alexander Imports,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C53BE203607,C53,203607,,,,,MANUAL,TOTAL LOSS,BMW of Honolulu,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203608,C55,203608,,,,,,,Shelly BMW,,,,,,,
A30 - Interologos Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C57BE203609,C57,203609,,,,,,,Community Volkswagen/Santa,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203610,C53,203610,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203611,C55,203611,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C57BE203612,C57,203612,,,,,,,,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE203613,C59,203613,,,,,,,,,,,,,,
A75 - Melbourne Red Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C50BE203614,C50,203614,"ZCP,ZCV, ZP2.2,417,465,752",,,,550/300,TOTAL LOSS,Northwest BMW,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE203615,C52,203615,,,,,,,Steve Thomas BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203616,C54,203616,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203617,C56,203617,,,,,,,Motor Werks BMW,,,,,,,
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE203618,C58,203618,,,,,,,"Valley Auto World, Inc.",,,,,,,
A73 - Jerez Black Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C5XBE203619,C5X,203619,,,,,,,VOB BMW,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE203620,C56,203620,,,,,,,Advantage BMW Midtown,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203621,C58,203621,,,,,,,Open Road BMW,,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE203622,C5X,203622,,,,,,,Wagner BMW Of Shrewsbury,,,,,,,
381 - Le Mans Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C51BE203623,C51,203623,,,,,,TOTAL LOSS,Northwest BMW,,,,,,,
A52 - Space Gray Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C53BE203624,C53,203624,,,,,,,BMW Seattle,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203625,C55,203625,"MSRP,ZP2.2,2MK,494,609",,,,,,Flemington BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203626,C57,203626,,,,,,,JMK BMW & Saab,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203627,C59,203627,,,,,,,The BMW Store,,,,,,,
 Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C50BE203628,C50,203628,,,,,,,BMW of Austin,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203629,C52,203629,,,,,,,Northwest BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203630,C59,203630,,,,,,,BMW of Sherman Oaks,,,,,,,
 Space Gray Metallic,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C50BE203631,C50,203631,,,,,,,Baron BMW MINI,,,,,,,
A73 - Jerez Black Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C52BE203632,C52,203632,,,,,,,,,,,,,,
 Space Gray Metallic,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C54BE203633,C54,203633,,,,,,,,,,,,,,
300 - Alpine White,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C56BE203634,C56,203634,,,,,,,BMW of Carlsbad,,,,,,,
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE203635,C58,203635,,,,,,TOTAL LOSS,,,,,,,,
A29 - SIlverstone II,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C5XBE203636,C5X,203636,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203637,C51,203637,,,,,,,,,,,,,,
A75 - Melbourne Red Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C53BE203638,C53,203638,,,,,,,Bavarian BMW,,,,,,,
U83 - Frozen Grey ,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203639,C55,203639,,,,,,CANADA,CANADA,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C51BE203640,C51,203640,,,,,,,BMW & Mini of Sterling,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203641,C53,203641,,,,,,,Fields BMW of Daytona,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203642,C55,203642,,,,,,,BMW of Bridgeport,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203643,C57,203643,,,,,,,BMW of Macon,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE203644,C59,203644,,,,,,,Orange County BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203645,C50,203645,,,,,,,Richmond BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203646,C52,203646,,,,,,SEVERE DAMAGE,Steve Thomas BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203647,C54,203647,,,,,,MILEAGE INCONSISTENCY,Tulley BMW Buick GMC Mazda,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE203648,C56,203648,,,,,,,"New Motors, Inc.",,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203649,C58,203649,,,,,,,Pace BMW,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C54BE203650,C54,203650,,,,,,,Passport BMW,,,,,,,
 Space Gray Metallic,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C56BE203651,C56,203651,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203652,C58,203652,,,,,,,Orange County BMW,,,,,,,
300 - Alpine White,,Fox Red Extended Novillo Leather,2011,WBSPM9C5XBE203653,C5X,203653,,,,,,,Yark BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203654,C51,203654,,,,,,,BMW Mt. Kisco,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C53BE203655,C53,203655,,,,,,,BMW of Darien,,,,,,,
300 - Alpine White,,Fox Red Extended Novillo Leather,2011,WBSPM9C55BE203656,C55,203656,,,,,,CANADA,CANADA,,,,,,,
300 - Alpine White,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C57BE203657,C57,203657,,,,,,,Laurel BMW of Westmont,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203658,C59,203658,,,,,,,Northwest BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203659,C50,203659,,,,,,,BMW Northwest,,,,,,,
A75 - Melbourne Red Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C57BE203660,C57,203660,,,,,,,Irvine BMW,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE203661,C59,203661,,,,,,"CANADA ""TOTAL LOSS""",,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203662,C50,203662,,,,,,,Competition BMW,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C52BE203663,C52,203663,,,,,,,BMW of San Francisco,,,,,,,
668 - Jet Black,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE203664,C54,203664,,,,,,,Pace BMW,,,,,,,
381 - Le Mans Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C56BE203665,C56,203665,,,,,,,BMW of Mountain View,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203666,C58,203666,,,,,,,Germain BMW of Naples,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203667,C5X,203667,,,,,,,Passport BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203668,C51,203668,,,,,,,BMW of Norwood,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203669,C53,203669,,,,,,,Community Volkswagen/Santa,,,,,,,
668 - Jet Black,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C5XBE203670,C5X,203670,,,,,,,BMW of Las Vegas,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203671,C51,203671,,,,,,CANADA,CANADA,,,,,,,
 Space Gray Metallic,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C53BE203672,C53,203672,,,,,,TOTAL LOSS,,,,,,,,
A73 - Jerez Black Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C55BE203673,C55,203673,,,,,,,Autohaus of Clayton,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203674,C57,203674,,,,,,,Open Road BMW,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE203675,C59,203675,,,,,,,BMW of Mountain View,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203676,C50,203676,,,,,,TOTAL LOSS,Stevens Creek BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203677,C52,203677,,,,,,FLOOD,,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE203678,C54,203678,,,,,,,Rallye BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203679,C56,203679,,,,,,,Germain BMW of Naples,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE203680,C52,203680,,,,,,,Fields BMW Northfield,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE203681,C54,203681,,,,,,,Rallye BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203682,C56,203682,,,,,,,Passport BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203683,C58,203683,,,,,,CANADA,CANADA,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203684,C5X,203684,,,,,,,BMW of Asheville,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203685,C51,203685,,,,,,,Coggin BMW Treasure Coast,,,,,,,
 Space Gray Metallic,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203686,C53,203686,,,,,,,BMW Of Salem,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C55BE203687,C55,203687,,,,,,,,,,,,,,
 Space Gray Metallic,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C57BE203688,C57,203688,,,,,,,Quality BMW,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE203689,C59,203689,,,,,,,Weatherford BMW,,,,,,,
A29 - SIlverstone II,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE203690,C55,203690,,,,,,,BMW of Ridgefield,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203691,C57,203691,,,,,,,Land Rover of Dublin,,,,,,,
A29 - SIlverstone II,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C59BE203692,C59,203692,,,,,,,BMW of Honolulu,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203693,C50,203693,,,,,,TOTAL LOSS,Sunflower Motors,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C52BE203694,C52,203694,,,,,,,,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C54BE203695,C54,203695,,,,,,TOTAL LOSS,BMW of El Cajon,,,,,,,
300 - Alpine White,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE203696,C56,203696,,,,,,TOTAL LOSS,Bobby Rahal BMW Of South Hills,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE203697,C58,203697,,,,,,,BMW of Mountain View,,,,,,,
896 - BLUE WATER,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C5XBE203698,C5X,203698,,,,,,,Steve Thomas BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203699,C51,203699,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE203700,C54,203700,,,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203701,C56,203701,,,,,,,,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C58BE203702,C58,203702,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203703,C5X,203703,,,,,,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203704,C51,203704,,,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203705,C53,203705,,,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE203706,C55,203706,,,,,,,Competition BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203707,C57,203707,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C59BE203708,C59,203708,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203709,C50,203709,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203710,C57,203710,,,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203711,C59,203711,,,,,,,,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C50BE203712,C50,203712,,,,,,,Peterson BMW,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C52BE203713,C52,203713,,,,,,,Steve Thomas BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203714,C54,203714,,,,,,,Kuni BMW,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE203715,C56,203715,,,,,,,Motor Werks BMW,,,,,,,
A73 - Jerez Black Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C58BE203716,C58,203716,,,,,,,Nalley BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203717,C5X,203717,,,,,,,Steve Thomas BMW,,,,,,,
A52 - Space Gray Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C51BE203718,C51,203718,,,,,,,Laurel BMW of Westmont,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203719,C53,203719,,,,,,,"Valley Auto World, Inc",,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE203720,C5X,203720,,,,,,,Northwest BMW,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE203721,C51,203721,,,,,,,Advantage BMW Midtown,,,,,,,
B05 - Monte Carlo Blue,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203722,C53,203722,,,,,,MILEAGE INCONSISTENCY,Steve Thomas BMW,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203723,C55,203723,,,,,,,BMW of Roseville,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE203724,C57,203724,,,,,,,VOB BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203725,C59,203725,,,,,,,Steve Thomas BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203726,C50,203726,,,"$68,700.00",,,,Peake BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C52BE203727,C52,203727,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE203728,C54,203728,,,,,,TOTAL LOSS,Patrick BMW and MINI,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C56BE203729,C56,203729,,,,,,,Capital Cities Imported Cars,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE203730,C52,203730,,,,,,CANADA,CANADA,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C54BE203731,C54,203731,,,,,,,,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C56BE203732,C56,203732,,,,,,,BMW of Carlsbad,,,,,,,
 Space Gray Metallic,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C58BE203733,C58,203733,,,,,,,Schomp BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203734,C5X,203734,,,,,,,,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203735,C51,203735,,,,,,,BMW of San Francisco,,,,,,,
300 - Alpine White,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C53BE203736,C53,203736,,,,,,,,,,,,,,
"X04 - Moonstone - $5,000.00",,Z1XX - IND. INTERIOR,2011,WBSPM9C55BE203737,C55,203737,,,,,,CANADA,CANADA,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203738,C57,203738,,,,,,,BMW of Minnetonka,,,,,,,
A52 - Space Gray Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C59BE203739,C59,203739,,,,,,,Audi West Palm Beach,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203740,C55,203740,,,,,,,Kuni BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C57BE203741,C57,203741,,,,,,,BMW of Dallas / MINI of Dallas,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C59BE203742,C59,203742,,,,,,,Shelly BMW,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE203743,C50,203743,,,,,,TOTAL LOSS,Ferman BMW MINI,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203744,C52,203744,,,,,,,BMW of Watertown,,,,,,,
A30 - Interologos Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE203745,C54,203745,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE203746,C56,203746,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C58BE203747,C58,203747,,,,,,TOTAL LOSS,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203748,C5X,203748,,,,,,,Life Quality BMW,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203749,C51,203749,,,,,,TOTAL LOSS,BMW MINI of Concord,,,,,,,
 Space Gray Metallic,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C58BE203750,C58,203750,,,,,,,Tom Bush BMW of Orange Park,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C5XBE203751,C5X,203751,,,,,,,Coast Nissan and Coast BMW,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C51BE203752,C51,203752,,,,,,,Flow BMW,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203753,C53,203753,,,,,,,BMW of Pembroke Pines,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203754,C55,203754,,,,,,,Orange County BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203755,C57,203755,,,,,,,Valencia BMW,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE203756,C59,203756,,,,,,,Tom Bush BMW of Orange Park,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203757,C50,203757,,,,,,FLOOD,Bert Smith Euro Collection,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203758,C52,203758,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C54BE203759,C54,203759,,,,,,,,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C50BE203760,C50,203760,,,,,,,BMW of Rochester,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203761,C52,203761,,,,,,"P.R ""TOTAL LOSS""",Autogermana Inc.,,,,,,,
381 - Le Mans Blue Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C54BE203762,C54,203762,,,,,,,,,,,,,,
300 - Alpine White,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C56BE203763,C56,203763,,,,,,,Patrick BMW and MINI,,,,,,,
